x,y,label
-15.98690,1.18663,1.00000
-9.59909,9.44420,1.00000
10.28794,-10.15110,0.00000
-8.83626,2.03156,0.00000
3.27046,9.48924,1.00000
1.64875,12.71438,1.00000
1.85758,-7.40238,1.00000
4.00333,10.02686,1.00000
3.84507,13.13236,1.00000
-0.91461,11.94254,1.00000
-5.58781,-12.32620,0.00000
7.63468,9.86046,1.00000
1.07793,-6.99240,1.00000
4.14859,10.07143,1.00000
-10.95142,-1.17711,0.00000
3.39885,5.85447,0.00000
-7.89496,-9.60506,0.00000
-14.13338,4.40162,1.00000
-12.31747,4.91106,1.00000
5.55574,-6.16998,1.00000
0.13890,6.41725,0.00000
-5.43631,-10.61216,0.00000
3.74217,9.16045,1.00000
11.15487,-0.01779,1.00000
3.59321,13.05629,1.00000
-13.00959,7.81430,1.00000
-9.70616,-1.47094,0.00000
-7.32016,2.82065,0.00000
-9.01824,11.09053,1.00000
14.58685,-4.24772,0.00000
-8.77480,-0.47349,0.00000
-8.55108,-2.76268,0.00000
-2.60608,-11.62518,0.00000
-8.08829,4.06086,0.00000
-16.40590,0.23015,1.00000
-4.31116,-10.46398,0.00000
-15.34855,3.38042,1.00000
-10.06979,8.92370,1.00000
-8.58416,-8.64594,0.00000
3.12063,-7.36260,1.00000
-17.08669,4.01894,1.00000
16.34275,-1.02806,0.00000
-12.32277,5.24445,1.00000
-9.75266,0.47135,0.00000
6.58174,-11.64256,0.00000
7.16562,8.57569,1.00000
-7.72441,-5.61176,0.00000
6.27129,-4.69248,1.00000
9.97525,0.68992,1.00000
-10.12155,11.42729,1.00000
0.28128,13.88114,1.00000
8.27465,-1.13843,1.00000
5.74563,11.26710,1.00000
-0.12849,6.90217,0.00000
-8.80011,-5.49046,0.00000
1.14259,12.24724,1.00000
9.07274,5.34759,1.00000
5.46948,-4.10173,1.00000
-2.76909,13.64569,1.00000
13.67298,-3.18130,0.00000
-15.53602,1.49929,1.00000
-7.77895,4.46721,0.00000
-17.49609,2.76155,1.00000
-8.99127,11.66231,1.00000
5.64756,8.18611,1.00000
-2.30555,14.27758,1.00000
12.05924,-9.93625,0.00000
-5.59585,5.87186,0.00000
-1.50027,13.70889,1.00000
-1.36447,13.49101,1.00000
9.58877,1.83331,1.00000
14.09128,-4.49928,0.00000
-4.33912,-4.25135,1.00000
-2.28354,7.93955,0.00000
16.21698,-1.56884,0.00000
8.12431,-6.17590,1.00000
1.90591,-11.59590,0.00000
9.75322,3.67476,1.00000
9.29381,0.36577,1.00000
-2.53913,-4.80960,1.00000
-16.12466,2.40628,1.00000
10.68044,2.62956,1.00000
14.76122,-3.40545,0.00000
-6.66659,-10.98205,0.00000
-8.50702,-7.51282,0.00000
-7.70226,2.66251,0.00000
-15.62918,2.69406,1.00000
3.45606,-8.08161,1.00000
-0.04424,-13.03237,0.00000
2.48419,12.32059,1.00000
0.67514,10.98769,1.00000
-2.36265,11.60175,1.00000
-0.75710,-6.64525,1.00000
-4.83132,-11.96723,0.00000
-5.45085,-9.78682,0.00000
6.69239,-6.25915,1.00000
2.91098,5.15767,0.00000
-10.66620,-1.32873,0.00000
12.70254,-2.55823,0.00000
7.02306,-5.45937,1.00000
-1.88688,-10.11684,0.00000
2.97405,-6.73926,1.00000
-10.25700,-2.00505,0.00000
-5.06355,-8.78263,0.00000
15.19657,-5.44372,0.00000
3.03053,-12.88551,0.00000
5.48856,10.04504,1.00000
-2.99780,-9.36640,0.00000
-5.99233,12.05692,1.00000
-5.56484,4.01271,0.00000
-8.65288,-5.61727,0.00000
-8.94159,4.89677,0.00000
-9.94312,10.17737,1.00000
9.42275,-1.38012,1.00000
0.83003,-5.42667,1.00000
-9.08915,-0.01113,0.00000
-7.99539,10.52239,1.00000
-5.79978,-8.99258,0.00000
0.38435,-12.55688,0.00000
9.03972,-12.03337,0.00000
-1.76859,13.16722,1.00000
-9.21256,-0.84866,0.00000
1.02544,13.24939,1.00000
-7.31509,-8.16949,0.00000
-7.77994,-9.81055,0.00000
8.15233,7.51617,1.00000
-1.12454,12.16454,1.00000
-6.30983,12.79396,1.00000
-2.83207,-4.94284,1.00000
16.54067,-2.03118,0.00000
-8.90341,1.02078,0.00000
-2.52678,-4.06303,1.00000
7.04873,-5.34860,1.00000
15.47526,-5.47977,0.00000
-9.00883,-5.60912,0.00000
11.25613,-9.64886,0.00000
-1.07643,-13.18610,0.00000
5.91234,9.18022,1.00000
-12.67974,7.01359,1.00000
-10.84728,10.44882,1.00000
6.69930,-6.10251,1.00000
-6.63705,12.30046,1.00000
9.28524,6.71507,1.00000
-7.28902,8.95507,1.00000
-1.71643,5.71193,0.00000
11.46603,-9.95574,0.00000
9.31503,3.01160,1.00000
-8.15569,10.08585,1.00000
6.93755,-13.16048,0.00000
-8.37326,-7.33495,0.00000
-16.44626,0.68296,1.00000
1.17782,10.67969,1.00000
8.18864,-10.86476,0.00000
-10.09363,-0.46707,0.00000
-4.93641,3.74202,0.00000
16.85556,-0.93510,0.00000
3.15162,-5.82661,1.00000
8.11008,6.33629,1.00000
2.16135,-7.02659,1.00000
-11.10411,-2.66243,0.00000
-7.75518,4.29302,0.00000
6.78466,-1.94864,1.00000
0.94685,-6.13172,1.00000
14.03840,-6.10390,0.00000
-9.52218,-7.34848,0.00000
11.41179,-10.80299,0.00000
-14.44891,0.91002,1.00000
12.97865,-7.56423,0.00000
-2.76038,12.03827,1.00000
2.33572,7.11188,0.00000
-10.00491,-3.19617,0.00000
-14.93930,4.33961,1.00000
3.97929,-6.50908,1.00000
6.81988,-6.44461,1.00000
4.34672,10.95782,1.00000
-0.04549,11.73888,1.00000
-5.68859,11.55632,1.00000
-2.90930,12.62408,1.00000
4.50829,-11.88152,0.00000
2.87563,-5.46061,1.00000
-3.53408,-3.23378,1.00000
-9.32205,10.01321,1.00000
-9.86349,0.01295,0.00000
12.25755,-7.98633,0.00000
-2.77294,-4.20882,1.00000
-14.55372,4.55432,1.00000
-9.43490,-4.51930,0.00000
-7.51812,-4.52673,0.00000
-0.55998,13.04427,1.00000
-10.25414,-4.34067,0.00000
-1.14196,-12.07280,0.00000
9.02752,-10.78218,0.00000
8.73455,-11.49643,0.00000
13.93275,-6.21248,0.00000
-8.38511,4.15796,0.00000
-1.04097,11.24050,1.00000
-6.49059,4.47497,0.00000
0.07105,-6.09047,1.00000
5.18257,-5.73785,1.00000
9.01019,4.00831,1.00000
-17.03345,1.24706,1.00000
-16.14784,1.15060,1.00000
9.52690,-10.26558,0.00000
15.92488,-4.99248,0.00000
-8.24450,-6.68298,0.00000
2.54838,10.56879,1.00000
9.79077,-2.54818,1.00000
-16.05297,2.01885,1.00000
6.70556,5.57720,1.00000
3.94797,-12.52555,0.00000
-2.48291,12.91950,1.00000
6.06529,9.84780,1.00000
-4.25113,-10.57102,0.00000
0.57561,13.26047,1.00000
9.83475,1.74194,1.00000
-10.92134,8.82119,1.00000
2.02344,5.69646,0.00000
-6.21814,4.74325,0.00000
6.18483,-11.33591,0.00000
10.52005,-7.50625,0.00000
-1.84930,-5.42522,1.00000
-9.20645,-4.36597,0.00000
0.34019,-11.96833,0.00000
-13.39540,4.98539,1.00000
-6.20427,-10.84398,0.00000
0.87158,-12.66104,0.00000
2.49994,-13.26794,0.00000
-5.17339,4.20577,0.00000
-10.39624,2.20290,0.00000
8.92549,-10.29497,0.00000
0.04317,11.55282,1.00000
9.62279,-0.67039,1.00000
-8.75170,4.39068,0.00000
-3.08076,-11.89504,0.00000
-2.86310,-11.74273,0.00000
9.22987,-3.52161,1.00000
14.13105,-6.22053,0.00000
1.60738,-11.27707,0.00000
-6.34185,11.45188,1.00000
10.58544,0.31911,1.00000
11.95659,-9.51060,0.00000
8.47736,1.71106,1.00000
-4.39809,13.75488,1.00000
7.58840,5.53344,1.00000
-14.71465,1.96834,1.00000
11.61529,-5.70208,0.00000
2.84474,2.93934,0.00000
16.25703,-2.40755,0.00000
14.83213,0.53901,0.00000
-8.06240,-6.25142,0.00000
16.70302,-0.76389,0.00000
10.18842,-9.15797,0.00000
1.25681,4.06887,0.00000
-5.94615,-10.75853,0.00000
5.30633,-4.45027,1.00000
-2.60646,13.82046,1.00000
-2.44961,-4.18049,1.00000
1.39714,13.57010,1.00000
-12.33977,9.48316,1.00000
13.22485,-2.45405,0.00000
9.12546,-1.01627,1.00000
-5.09508,12.96448,1.00000
9.57135,5.42997,1.00000
-8.17774,4.69225,0.00000
-3.23949,12.93820,1.00000
9.63986,-2.71385,1.00000
-14.31873,3.03690,1.00000
-5.85744,12.18616,1.00000
7.04204,-3.37158,1.00000
-5.21406,13.10099,1.00000
-14.77702,3.29217,1.00000
9.87156,-10.56110,0.00000
-15.35184,4.69872,1.00000
0.01049,13.14995,1.00000
9.13687,7.23565,1.00000
-9.47690,8.78571,1.00000
-1.35868,-5.26520,1.00000
9.60307,-11.04800,0.00000
-3.75514,-2.53650,1.00000
2.27942,11.55283,1.00000
12.68859,-10.26908,0.00000
-16.00730,0.85500,1.00000
12.43333,-9.52330,0.00000
1.36673,-6.57101,1.00000
-13.12863,5.90650,1.00000
-16.07727,3.07343,1.00000
-6.33625,11.80914,1.00000
11.24944,-9.88772,0.00000
0.52275,-11.39264,0.00000
-9.82438,-6.63747,0.00000
-5.38994,3.71870,0.00000
0.37090,-13.30484,0.00000
5.29746,10.91924,1.00000
-7.45493,9.35643,1.00000
14.03753,-5.27109,0.00000
14.50314,-4.15724,0.00000
-10.21550,-0.56854,0.00000
7.15863,6.74262,1.00000
13.23064,-2.71265,0.00000
-3.10015,-10.70040,0.00000
-13.37317,5.93678,1.00000
6.14280,-11.86944,0.00000
-7.03999,-7.89144,0.00000
-7.19283,-9.10439,0.00000
3.05658,11.65832,1.00000
-8.88145,2.87126,0.00000
3.45657,-11.38604,0.00000
-1.18017,12.72209,1.00000
3.30275,12.45522,1.00000
4.83038,7.99055,1.00000
-1.00080,6.64888,0.00000
1.32166,-12.30845,0.00000
9.31318,6.50039,1.00000
-10.66108,9.06769,1.00000
-9.50476,8.85706,1.00000
4.85882,8.72940,1.00000
-14.05662,4.57972,1.00000
1.56715,-14.76924,0.00000
12.65685,-5.26938,0.00000
8.68261,3.41734,1.00000
-1.78917,5.60850,0.00000
-1.62078,-3.50324,1.00000
6.13304,-6.56734,1.00000
12.27674,-8.04302,0.00000
-6.45715,4.09050,0.00000
-3.80919,12.23684,1.00000
-14.91406,2.53624,1.00000
-8.91418,-3.57635,0.00000
-7.81100,-8.80100,0.00000
-6.46301,3.99158,0.00000
5.26125,-4.04275,1.00000
-0.85484,-4.72754,1.00000
-6.95955,10.69667,1.00000
-3.96494,5.17538,0.00000
-4.57393,12.37758,1.00000
-14.15744,1.77488,1.00000
-8.53040,4.56702,0.00000
14.83123,-3.51925,0.00000
3.95173,10.38454,1.00000
7.19180,8.30986,1.00000
-3.51405,12.91968,1.00000
6.94447,-6.08421,1.00000
12.02659,-8.43530,0.00000
9.42674,-0.24913,1.00000
-5.33513,12.95772,1.00000
-3.43045,-11.30591,0.00000
-9.65957,-6.66868,0.00000
1.06180,4.36544,0.00000
9.94001,-0.90918,1.00000
-1.41588,-10.94952,0.00000
-6.69053,4.84481,0.00000
0.29449,-12.13472,0.00000
9.41620,-2.41072,1.00000
5.74317,-7.22776,1.00000
-8.49269,9.68671,1.00000
-13.69089,3.12793,1.00000
2.38552,6.69341,0.00000
-1.20888,-2.17961,1.00000
6.39987,-1.86639,1.00000
2.52019,3.63117,0.00000
10.71157,-9.94422,0.00000
-1.35914,10.58218,1.00000
14.50061,-4.46691,0.00000
7.40469,6.53546,1.00000
-8.45349,9.97473,1.00000
6.41369,10.86544,1.00000
-5.01466,5.78376,0.00000
15.34863,-2.29645,0.00000
-12.44892,6.64183,1.00000
-5.06628,3.44705,0.00000
-9.57019,-2.89993,0.00000
0.28606,-10.03702,0.00000
9.76963,-12.03394,0.00000
-7.21921,2.01647,0.00000
5.96571,7.09310,1.00000
-8.29973,11.95773,1.00000
0.06566,12.75509,1.00000
7.06708,9.80456,1.00000
-13.52654,7.87695,1.00000
-12.54760,8.78063,1.00000
-9.97326,-2.04754,0.00000
1.56524,-6.60219,1.00000
-7.47875,-4.38599,0.00000
6.69323,-11.22238,0.00000
8.74900,8.73630,1.00000
5.07873,-12.16349,0.00000
-1.51317,-12.83237,0.00000
-10.03054,-2.44551,0.00000
-3.20763,13.54465,1.00000
9.87371,-3.02310,1.00000
7.13212,-10.75496,0.00000
-0.15289,11.41402,1.00000
0.22325,7.10517,0.00000
1.72332,-12.75802,0.00000
-0.57299,-6.52237,1.00000
-8.90446,1.43896,0.00000
-6.76659,5.38779,0.00000
-0.40425,-13.39496,0.00000
2.16624,-8.39071,1.00000
-12.08730,8.77688,1.00000
1.05297,12.41925,1.00000
10.17159,4.20135,1.00000
-9.54739,-3.13262,0.00000
4.68089,-12.43976,0.00000
10.24489,1.64374,1.00000
16.55586,-0.20018,0.00000
9.17467,7.16425,1.00000
-1.80408,-5.57962,1.00000
-7.84845,3.19328,0.00000
-1.26551,14.41907,1.00000
14.86694,-1.56056,0.00000
8.95962,-11.11913,0.00000
-8.33758,11.50831,1.00000
-7.70267,10.49398,1.00000
7.92668,10.19394,1.00000
-1.42682,5.28121,0.00000
1.29907,-11.28533,0.00000
-9.48729,3.42714,0.00000
9.22612,0.12298,1.00000
-5.19328,11.97057,1.00000
7.42449,9.88839,1.00000
10.75546,-8.33765,0.00000
-9.02364,11.38394,1.00000
-3.50849,-3.44263,1.00000
5.65071,-5.30524,1.00000
-8.75407,-7.42729,0.00000
-6.85566,3.59090,0.00000
-5.52120,12.80104,1.00000
-0.69431,-3.98490,1.00000
8.27028,-12.31580,0.00000
17.13033,-0.24939,0.00000
-0.52585,-12.36658,0.00000
9.16389,-10.63335,0.00000
-11.45745,9.93969,1.00000
9.35516,6.08806,1.00000
-10.76036,8.83837,1.00000
2.88510,-12.49095,0.00000
7.68169,-0.98383,1.00000
5.99358,6.56987,1.00000
-4.75441,6.19104,0.00000
12.25024,-9.54568,0.00000
11.49038,1.10902,1.00000
12.89098,-7.98499,0.00000
-8.94849,0.08175,0.00000
1.74162,-14.67011,0.00000
3.03661,10.30018,1.00000
11.58063,-8.86117,0.00000
6.84347,-10.65213,0.00000
14.11645,-2.96812,0.00000
9.97494,1.63039,1.00000
-11.69272,9.26506,1.00000
5.51120,-11.85366,0.00000
3.99301,4.40113,0.00000
9.78511,-9.16733,0.00000
-1.50638,6.35502,0.00000
5.99592,-13.54671,0.00000
9.67133,-11.49110,0.00000
2.28743,-7.43490,1.00000
8.39648,7.18247,1.00000
7.23523,-3.63634,1.00000
-6.19320,6.22671,0.00000
-9.62679,-5.29054,0.00000
-11.60811,8.94438,1.00000
15.81269,-1.55182,0.00000
2.42954,11.77278,1.00000
0.98865,4.61012,0.00000
16.91364,-1.21194,0.00000
14.93758,-3.62548,0.00000
-6.72224,3.63603,0.00000
14.90113,-3.37242,0.00000
15.78534,-1.01877,0.00000
-9.10966,-0.85771,0.00000
6.87636,-4.22151,1.00000
-8.77630,1.26884,0.00000
3.09216,10.47146,1.00000
-10.25111,10.45156,1.00000
13.86037,0.80188,0.00000
-7.71468,10.88648,1.00000
3.14097,-5.22476,1.00000
14.89177,-2.67866,0.00000
-10.93068,10.23340,1.00000
-9.23688,10.06160,1.00000
0.48689,6.50950,0.00000
8.96756,0.20863,1.00000
-9.23044,-4.25516,0.00000
-10.32251,10.50546,1.00000
6.43378,8.66004,1.00000
15.35521,-2.76742,0.00000
-9.54867,-0.70227,0.00000
-9.14589,9.92044,1.00000
-1.98682,12.67691,1.00000
-1.21754,-3.73696,1.00000
-1.59457,-12.15317,0.00000
-2.57907,-4.66766,1.00000
-3.34171,5.68938,0.00000
-8.45411,10.88891,1.00000
-10.00497,-6.56684,0.00000
-2.97846,-13.02038,0.00000
0.97059,-12.47690,0.00000
-4.07946,13.78482,1.00000
-3.62367,-11.06377,0.00000
9.86678,-9.84568,0.00000
7.96864,-9.41378,0.00000
-9.44766,-3.67232,0.00000
-9.36732,2.50738,0.00000
-1.53105,11.86388,1.00000
1.98104,-6.56211,1.00000
0.07712,13.39896,1.00000
-12.69498,7.80323,1.00000
-1.71222,-10.16349,0.00000
10.87956,-0.40616,1.00000
7.06173,5.58241,1.00000
6.63586,-5.54527,1.00000
-8.85595,2.28809,0.00000
-2.56136,-11.52504,0.00000
3.34645,10.34253,1.00000
-11.79784,9.00859,1.00000
3.46072,2.01711,0.00000
-0.74209,-3.69520,1.00000
10.98214,-9.09508,0.00000
16.54098,-2.38513,0.00000
14.30510,-8.45709,0.00000
8.66026,-11.80132,0.00000
-3.43049,5.98864,0.00000
-0.31943,-12.66960,0.00000
3.42671,2.70645,0.00000
-4.60712,8.77755,0.00000
-10.20823,-0.44918,0.00000
14.84701,-3.84716,0.00000
16.87002,-0.52496,0.00000
-13.20360,7.64446,1.00000
6.68032,-4.65929,1.00000
-1.75330,10.66325,1.00000
-15.17253,4.30894,1.00000
-11.55553,8.18403,1.00000
-14.44301,4.27988,1.00000
-6.16129,12.53124,1.00000
11.24376,-9.77473,0.00000
10.20367,-9.94643,0.00000
11.60442,-5.77630,0.00000
1.97037,-4.77403,1.00000
-0.32819,-11.15540,0.00000
3.95323,10.44162,1.00000
10.35751,5.65804,1.00000
10.16815,-9.70105,0.00000
-4.66404,5.98865,0.00000
7.45715,-0.17724,1.00000
-5.79161,4.87163,0.00000
-0.78525,-6.52617,1.00000
-2.63201,13.15772,1.00000
14.66119,-1.74168,0.00000
-0.15317,5.88502,0.00000
11.20209,-9.07095,0.00000
13.41099,-6.52460,0.00000
10.79630,5.60230,1.00000
-15.29981,4.59152,1.00000
-2.50498,-1.86854,1.00000
10.05529,5.40122,1.00000
-16.97900,3.57554,1.00000
6.63029,-11.88953,0.00000
3.37204,4.11343,0.00000
-7.77234,-4.77143,0.00000
-8.60756,11.22077,1.00000
-2.77123,6.48425,0.00000
7.47831,-3.85232,1.00000
-2.43794,11.36368,1.00000
-13.98380,4.46544,1.00000
-8.40637,4.27601,0.00000
-10.28116,8.31206,1.00000
-0.49196,7.29510,0.00000
-7.09779,-9.79201,0.00000
0.31098,12.39166,1.00000
5.15356,-13.43374,0.00000
-0.84615,-11.68446,0.00000
-9.18719,-5.23130,0.00000
0.95678,11.67966,1.00000
8.25194,-0.18395,1.00000
1.17229,-11.63972,0.00000
10.37631,-8.63140,0.00000
1.82781,-12.88324,0.00000
-0.29714,-12.29237,0.00000
0.99715,12.47778,1.00000
13.06422,-5.54436,0.00000
-10.43768,9.32686,1.00000
-5.39898,5.91488,0.00000
0.09572,6.06707,0.00000
2.19453,-13.30793,0.00000
11.97114,-4.24730,0.00000
2.43425,13.66941,1.00000
-9.85008,-2.91855,0.00000
-17.13202,2.22673,1.00000
1.74284,-13.97981,0.00000
3.74698,5.81124,0.00000
4.27372,11.19377,1.00000
11.68361,-6.85444,0.00000
6.75644,-3.87515,1.00000
7.10400,-4.36993,1.00000
-5.38660,6.25088,0.00000
-6.05269,11.36536,1.00000
-6.04665,-8.59903,0.00000
10.15394,-0.43812,1.00000
0.52931,12.87313,1.00000
-2.94991,-11.15161,0.00000
11.46644,-9.20168,0.00000
-0.59851,6.52770,0.00000
11.99503,-8.22076,0.00000
-9.07143,10.49868,1.00000
8.37966,-8.76251,0.00000
-8.58482,5.20902,0.00000
9.55896,0.26826,1.00000
-0.34548,3.87962,0.00000
6.45700,-7.63879,1.00000
-2.95087,-13.70620,0.00000
-2.25434,-5.44689,1.00000
9.80940,6.22949,1.00000
7.41759,-10.18273,0.00000
-7.85325,-0.92798,0.00000
9.20753,0.32265,1.00000
